,activity,fatal_(y/n),month,australia,season
1368,swimming,no,june,,winter
1369,surfing,no,june,,winter
1370,surfing,no,june,,winter
1371,surfing,no,june,,winter
1372,swimming,no,june,,winter
1373,surfing,no,june,australia,winter
1374,other_activities,no,may,,autumn
1375,other_activities,no,may,,autumn
1376,fishing,no,may,,autumn
1377,other_activities,no,may,australia,autumn
1378,surfing,no,may,australia,autumn
1379,surfing,no,may,,autumn
1380,swimming,no,may,,autumn
1381,swimming,no,may,australia,autumn
1382,swimming,no,may,,autumn
1383,swimming,no,may,,autumn
1384,other_activities,yes,may,,autumn
1385,other_activities,no,may,,autumn
1386,swimming,no,april,australia,autumn
1387,other_activities,no,april,,autumn
1388,surfing,no,april,,autumn
1389,fishing,no,april,,autumn
1390,surfing,no,april,,autumn
1391,other_activities,no,april,,autumn
1392,surfing,no,march,,autumn
1393,other_activities,no,march,,autumn
1394,other_activities,yes,march,,autumn
1395,surfing,no,march,,autumn
1396,surfing,no,march,australia,autumn
1397,fishing,no,march,,autumn
1398,swimming,no,march,australia,autumn
1399,surfing,no,march,,autumn
1400,fishing,no,march,,autumn
1401,swimming,no,february,,summer
1402,other_activities,no,february,australia,summer
1403,fishing,no,february,,summer
1404,swimming,no,january,,summer
1405,other_activities,no,january,,summer
1406,swimming,no,january,australia,summer
1407,swimming,no,january,australia,summer
1408,surfing,yes,january,,summer
1409,surfing,no,january,australia,summer
1410,surfing,no,january,,summer
1411,surfing,no,january,,summer
1412,surfing,no,december,australia,summer
1413,surfing,no,december,,summer
1414,surfing,no,december,,summer
1415,fishing,no,december,,summer
1416,other_activities,no,december,australia,summer
1417,other_activities,yes,november,,spring
1418,swimming,no,november,,spring
1419,other_activities,no,november,,spring
1420,surfing,no,october,,spring
1421,fishing,no,october,,spring
1422,surfing,no,october,,spring
1423,surfing,no,october,,spring
1424,other_activities,no,october,,spring
1425,swimming,no,october,,spring
1426,other_activities,yes,october,,spring
1427,fishing,no,september,,spring
1428,surfing,no,september,,spring
1429,swimming,no,september,,spring
1430,surfing,no,september,,spring
1431,swimming,no,september,,spring
1432,surfing,no,september,,spring
1433,swimming,no,september,australia,spring
1434,other_activities,yes,september,,spring
1435,other_activities,no,september,,spring
1436,swimming,no,september,,spring
1437,surfing,no,september,,spring
1438,surfing,no,august,,winter
1439,surfing,no,august,australia,winter
1440,other_activities,no,august,,winter
1441,other_activities,no,august,,winter
1442,fishing,no,august,,winter
1443,other_activities,yes,august,,winter
1444,surfing,yes,august,,winter
1445,surfing,no,august,,winter
1446,other_activities,no,august,,winter
1447,other_activities,no,august,,winter
1448,fishing,no,august,,winter
1449,other_activities,no,july,,winter
1450,surfing,no,july,,winter
1451,other_activities,no,july,,winter
1452,surfing,no,july,,winter
1453,surfing,no,july,,winter
1454,surfing,no,july,,winter
1455,surfing,no,july,,winter
1456,other_activities,no,july,australia,winter
1457,other_activities,no,july,,winter
1458,swimming,no,july,,winter
1459,swimming,no,july,,winter
1460,other_activities,yes,july,,winter
1461,other_activities,no,july,,winter
1462,other_activities,no,july,,winter
1463,other_activities,no,july,,winter
1464,swimming,no,july,,winter
1465,fishing,no,july,,winter
1466,fishing,no,july,,winter
1467,other_activities,no,june,,winter
1468,fishing,no,june,,winter
1469,fishing,no,june,,winter
1470,surfing,no,june,,winter
1471,other_activities,yes,june,,winter
1472,swimming,no,june,,winter
1473,surfing,no,june,,winter
1474,other_activities,no,june,,winter
1475,surfing,no,june,australia,winter
1476,fishing,no,may,,autumn
1477,other_activities,no,may,,autumn
1478,surfing,no,may,,autumn
1479,fishing,no,may,,autumn
1480,surfing,no,may,,autumn
1481,swimming,no,may,,autumn
1482,other_activities,no,may,,autumn
1483,swimming,no,may,,autumn
1484,swimming,no,may,australia,autumn
1485,other_activities,no,april,,autumn
1486,surfing,no,april,,autumn
1487,other_activities,no,april,,autumn
1488,fishing,no,april,,autumn
1489,surfing,no,april,australia,autumn
1490,other_activities,no,april,,autumn
1491,swimming,no,april,,autumn
1492,other_activities,no,april,,autumn
1493,fishing,yes,march,,autumn
1494,surfing,no,march,,autumn
1495,swimming,no,march,,autumn
1496,surfing,no,march,,autumn
1497,surfing,no,march,australia,autumn
1498,other_activities,no,february,,summer
1499,swimming,no,february,,summer
1500,other_activities,no,february,australia,summer
1501,swimming,no,february,australia,summer
1502,fishing,no,february,australia,summer
1503,surfing,no,february,,summer
1504,swimming,yes,february,,summer
1505,other_activities,no,february,,summer
1506,other_activities,no,january,,summer
1507,fishing,no,january,,summer
1508,other_activities,no,january,,summer
1509,surfing,no,january,,summer
1510,swimming,no,january,australia,summer
1511,swimming,no,january,,summer
1512,swimming,yes,january,australia,summer
1513,surfing,no,january,,summer
1514,swimming,no,january,,summer
1515,surfing,no,december,,summer
1516,swimming,no,december,,summer
1517,other_activities,no,december,,summer
1518,fishing,no,december,australia,summer
1519,fishing,no,december,australia,summer
1520,surfing,no,november,,spring
1521,surfing,no,november,,spring
1522,fishing,no,november,australia,spring
1523,surfing,no,november,australia,spring
1524,surfing,no,november,,spring
1525,fishing,no,november,,spring
1526,surfing,no,november,,spring
1527,surfing,no,november,,spring
1528,other_activities,no,november,,spring
1529,fishing,no,november,,spring
1530,surfing,no,november,,spring
1531,surfing,no,november,,spring
1532,surfing,no,november,,spring
1533,other_activities,no,october,,spring
1534,other_activities,no,october,,spring
1535,surfing,no,october,,spring
1536,surfing,no,october,,spring
1537,surfing,no,october,,spring
1538,other_activities,no,october,,spring
1539,surfing,no,october,,spring
1540,swimming,no,october,,spring
1541,surfing,no,october,,spring
1542,swimming,no,october,,spring
1543,surfing,no,october,,spring
1544,surfing,no,september,australia,spring
1545,surfing,no,september,australia,spring
1546,surfing,no,september,australia,spring
1547,surfing,no,september,,spring
1548,surfing,no,september,,spring
1549,surfing,yes,september,,spring
1550,other_activities,no,september,australia,spring
1551,other_activities,no,september,,spring
1552,surfing,no,september,australia,spring
1553,surfing,no,september,,spring
1554,other_activities,yes,september,,spring
1555,swimming,yes,august,australia,winter
1556,surfing,no,august,,winter
1557,other_activities,no,august,,winter
1558,swimming,no,august,,winter
1559,other_activities,no,august,,winter
1560,other_activities,no,august,,winter
1561,surfing,no,august,,winter
1562,swimming,no,august,,winter
1563,fishing,no,august,,winter
1564,other_activities,no,july,,winter
1565,surfing,no,july,,winter
1566,surfing,no,july,,winter
1567,swimming,no,july,,winter
1568,swimming,no,july,,winter
1569,other_activities,no,july,australia,winter
1570,swimming,no,july,,winter
1571,boat,no,july,,winter
1572,other_activities,no,july,,winter
1573,fishing,no,june,,winter
1574,swimming,yes,june,,winter
1575,swimming,yes,june,,winter
1576,surfing,no,june,,winter
1577,swimming,no,june,,winter
1578,swimming,no,june,,winter
1579,swimming,no,june,,winter
1580,other_activities,no,june,,winter
1581,surfing,no,june,,winter
1582,swimming,yes,june,,winter
1583,other_activities,no,june,,winter
1584,swimming,no,may,,autumn
1585,other_activities,no,may,,autumn
1586,surfing,no,may,,autumn
1587,fishing,no,may,australia,autumn
1588,other_activities,no,may,,autumn
1589,fishing,no,may,,autumn
1590,other_activities,no,may,,autumn
1591,surfing,no,may,,autumn
1592,fishing,no,april,australia,autumn
1593,other_activities,no,april,australia,autumn
1594,fishing,no,april,australia,autumn
1595,surfing,no,april,australia,autumn
1596,other_activities,no,april,,autumn
1597,surfing,no,april,,autumn
1598,surfing,no,april,,autumn
1599,other_activities,no,april,,autumn
1600,swimming,no,april,,autumn
1601,surfing,no,march,,autumn
1602,surfing,no,march,australia,autumn
1603,surfing,no,march,,autumn
1604,swimming,yes,march,australia,autumn
1605,swimming,no,march,,autumn
1606,other_activities,no,march,,autumn
1607,fishing,no,march,,autumn
1608,swimming,no,march,,autumn
1609,swimming,no,february,australia,summer
1610,fishing,no,february,,summer
1611,surfing,no,february,,summer
1612,fishing,no,february,,summer
1613,surfing,no,february,,summer
1614,swimming,no,january,,summer
1615,fishing,no,january,australia,summer
1616,boat,no,january,australia,summer
1617,fishing,no,january,,summer
1618,other_activities,no,december,,summer
1619,surfing,yes,december,australia,summer
1620,fishing,yes,december,australia,summer
1621,surfing,no,november,,spring
1622,other_activities,no,november,,spring
1623,swimming,yes,november,,spring
1624,surfing,no,november,,spring
1625,swimming,no,november,,spring
1626,swimming,no,november,,spring
1627,swimming,no,october,,spring
1628,other_activities,no,october,,spring
1629,other_activities,no,october,,spring
1630,surfing,no,october,australia,spring
1631,surfing,no,october,,spring
1632,fishing,no,october,,spring
1633,surfing,no,october,,spring
1634,other_activities,no,october,,spring
1635,surfing,no,october,,spring
1636,surfing,no,october,,spring
1637,fishing,no,september,australia,spring
1638,surfing,no,september,,spring
1639,surfing,no,september,,spring
1640,swimming,yes,september,,spring
1641,other_activities,no,september,,spring
1642,other_activities,no,august,,winter
1643,swimming,no,august,,winter
1644,surfing,no,august,,winter
1645,swimming,yes,august,,winter
1646,swimming,no,august,,winter
1647,fishing,no,august,australia,winter
1648,fishing,no,august,,winter
1649,surfing,no,july,,winter
1650,swimming,no,july,,winter
1651,surfing,no,july,,winter
1652,swimming,no,july,,winter
1653,swimming,no,july,,winter
1654,fishing,no,july,,winter
1655,fishing,no,july,australia,winter
1656,fishing,no,july,,winter
1657,surfing,yes,july,australia,winter
1658,swimming,no,july,,winter
1659,other_activities,no,july,,winter
1660,surfing,no,june,,winter
1661,fishing,no,june,australia,winter
1662,swimming,no,june,,winter
1663,other_activities,no,june,australia,winter
1664,swimming,no,june,,winter
1665,swimming,yes,june,,winter
1666,other_activities,no,may,,autumn
1667,swimming,no,may,,autumn
1668,surfing,no,may,,autumn
1669,swimming,no,may,,autumn
1670,swimming,no,may,,autumn
1671,other_activities,no,may,,autumn
1672,other_activities,no,may,,autumn
1673,swimming,no,may,,autumn
1674,surfing,no,may,,autumn
1675,swimming,yes,may,,autumn
1676,swimming,no,april,australia,autumn
1677,fishing,no,april,,autumn
1678,fishing,yes,april,,autumn
1679,fishing,yes,april,,autumn
1680,surfing,yes,april,,autumn
1681,surfing,no,april,,autumn
1682,surfing,no,april,,autumn
1683,other_activities,no,march,,autumn
1684,surfing,no,march,,autumn
1685,other_activities,no,march,,autumn
1686,surfing,no,march,,autumn
1687,surfing,no,march,,autumn
1688,swimming,no,march,,autumn
1689,swimming,no,march,,autumn
1690,fishing,no,march,,autumn
1691,surfing,no,march,,autumn
1692,fishing,no,march,australia,autumn
1693,swimming,yes,february,,summer
1694,surfing,no,february,,summer
1695,swimming,no,february,australia,summer
1696,swimming,no,february,australia,summer
1697,swimming,yes,february,,summer
1698,swimming,no,february,australia,summer
1699,swimming,no,january,australia,summer
1700,surfing,no,january,,summer
1701,other_activities,no,january,,summer
1702,swimming,no,january,,summer
1703,fishing,no,january,,summer
1704,surfing,no,january,,summer
1705,swimming,no,january,australia,summer
1706,surfing,no,january,,summer
1707,fishing,no,january,,summer
1708,fishing,yes,january,,summer
1709,surfing,no,,australia,
1710,other_activities,no,december,,summer
1711,swimming,no,december,,summer
1712,swimming,no,december,,summer
1713,swimming,yes,december,,summer
1714,surfing,no,december,australia,summer
1715,swimming,no,november,australia,spring
1716,swimming,no,november,australia,spring
1717,fishing,yes,november,,spring
1718,surfing,no,november,,spring
1719,surfing,no,november,,spring
1720,surfing,no,november,,spring
1721,swimming,no,november,,spring
1722,surfing,no,november,,spring
1723,other_activities,no,november,australia,spring
1724,fishing,no,november,,spring
1725,surfing,no,october,,spring
1726,surfing,no,october,australia,spring
1727,surfing,no,october,,spring
1728,surfing,no,october,,spring
1729,swimming,no,october,,spring
1730,surfing,no,october,,spring
1731,swimming,yes,october,,spring
1732,surfing,no,october,,spring
1733,surfing,no,october,,spring
1734,surfing,no,october,,spring
1735,surfing,no,october,,spring
1736,fishing,no,october,,spring
1737,boat,yes,september,,spring
1738,surfing,no,september,,spring
1739,surfing,no,september,,spring
1740,surfing,no,september,,spring
1741,surfing,no,september,,spring
1742,surfing,no,september,,spring
1743,fishing,no,september,,spring
1744,swimming,no,september,,spring
1745,other_activities,no,september,,spring
1746,other_activities,no,september,,spring
1747,other_activities,yes,september,,spring
1748,fishing,no,september,,spring
1749,fishing,no,august,,winter
1750,swimming,yes,august,,winter
1751,swimming,no,august,,winter
1752,surfing,no,august,,winter
1753,surfing,no,july,australia,winter
1754,surfing,no,july,,winter
1755,other_activities,no,july,,winter
1756,fishing,no,july,,winter
1757,surfing,no,july,,winter
1758,surfing,no,july,,winter
1759,fishing,no,july,,winter
1760,fishing,no,july,,winter
1761,fishing,no,july,,winter
1762,swimming,no,july,,winter
1763,surfing,no,june,,winter
1764,surfing,no,june,,winter
1765,other_activities,yes,june,,winter
1766,other_activities,no,june,,winter
1767,swimming,no,june,,winter
1768,swimming,no,june,,winter
1769,surfing,no,june,,winter
1770,surfing,no,june,,winter
1771,swimming,no,june,,winter
1772,surfing,no,may,,autumn
1773,other_activities,no,may,,autumn
1774,swimming,no,may,,autumn
1775,surfing,no,may,,autumn
1776,other_activities,no,may,,autumn
1777,other_activities,no,may,,autumn
1778,other_activities,no,april,,autumn
1779,swimming,no,april,,autumn
1780,surfing,no,april,,autumn
1781,swimming,no,april,,autumn
1782,surfing,no,april,,autumn
1783,surfing,no,april,,autumn
1784,surfing,no,april,,autumn
1785,surfing,no,april,,autumn
1786,surfing,no,april,,autumn
1787,other_activities,no,april,,autumn
1788,surfing,no,april,,autumn
1789,swimming,no,april,,autumn
1790,surfing,no,april,,autumn
1791,surfing,no,april,,autumn
1792,surfing,no,april,,autumn
1793,other_activities,no,march,,autumn
1794,swimming,no,february,,summer
1795,other_activities,no,february,australia,summer
1796,swimming,no,february,,summer
1797,swimming,no,february,australia,summer
1798,swimming,yes,february,australia,summer
1799,other_activities,no,january,,summer
1800,surfing,no,january,,summer
1801,surfing,no,january,australia,summer
1802,swimming,no,december,australia,summer
1803,swimming,no,december,,summer
1804,swimming,no,december,australia,summer
1805,swimming,no,december,australia,summer
1806,swimming,yes,december,australia,summer
1807,surfing,yes,december,,summer
1808,swimming,no,november,,spring
1809,other_activities,no,november,,spring
1810,swimming,no,november,,spring
1811,swimming,no,november,,spring
1812,surfing,no,november,,spring
1813,other_activities,no,november,,spring
1814,fishing,no,november,,spring
1815,swimming,no,october,,spring
1816,swimming,yes,october,,spring
1817,surfing,no,october,,spring
1818,surfing,no,october,,spring
1819,surfing,no,october,,spring
1820,surfing,no,october,,spring
1821,surfing,no,september,,spring
1822,surfing,no,september,,spring
1823,surfing,no,september,,spring
1824,fishing,no,september,,spring
1825,swimming,no,september,,spring
1826,surfing,no,september,,spring
1827,surfing,no,september,,spring
1828,swimming,no,september,,spring
1829,other_activities,no,september,,spring
1830,surfing,no,september,,spring
1831,other_activities,no,september,,spring
1832,other_activities,no,september,,spring
1833,surfing,no,august,,winter
1834,swimming,no,august,,winter
1835,surfing,no,august,,winter
1836,surfing,no,august,,winter
1837,other_activities,no,august,,winter
1838,swimming,no,august,,winter
1839,other_activities,no,august,,winter
1840,surfing,no,july,,winter
1841,swimming,no,july,,winter
1842,surfing,no,july,,winter
1843,fishing,yes,july,,winter
1844,surfing,no,july,,winter
1845,other_activities,no,july,,winter
1846,surfing,no,june,australia,winter
1847,swimming,no,june,,winter
1848,other_activities,no,june,,winter
1849,other_activities,no,june,,winter
1850,other_activities,yes,june,,winter
1851,surfing,no,june,,winter
1852,surfing,no,june,,winter
1853,surfing,no,june,,winter
1854,swimming,no,june,,winter
1855,swimming,no,june,,winter
1856,surfing,no,may,,autumn
1857,other_activities,no,may,,autumn
1858,fishing,no,may,,autumn
1859,surfing,no,may,,autumn
1860,surfing,no,may,,autumn
1861,other_activities,no,may,,autumn
1862,fishing,no,may,,autumn
1863,surfing,no,may,,autumn
1864,fishing,no,may,australia,autumn
1865,surfing,yes,april,australia,autumn
1866,fishing,no,april,australia,autumn
1867,surfing,no,april,,autumn
1868,surfing,no,april,,autumn
1869,swimming,no,april,australia,autumn
1870,other_activities,no,april,,autumn
1871,other_activities,no,april,,autumn
1872,swimming,no,april,,autumn
1873,other_activities,no,march,,autumn
1874,other_activities,no,march,,autumn
1875,swimming,yes,march,,autumn
1876,swimming,no,march,,autumn
1877,swimming,no,march,,autumn
1878,surfing,no,march,,autumn
1879,fishing,no,march,,autumn
1880,fishing,yes,february,,summer
1881,surfing,no,february,australia,summer
1882,other_activities,yes,february,,summer
1883,other_activities,no,february,australia,summer
1884,surfing,no,january,australia,summer
1885,swimming,no,january,australia,summer
1886,fishing,no,january,,summer
1887,swimming,yes,january,,summer
1888,surfing,no,january,,summer
1889,swimming,no,january,,summer
1890,surfing,no,december,australia,summer
1891,surfing,no,november,australia,spring
1892,surfing,no,november,,spring
1893,surfing,no,november,australia,spring
1894,other_activities,no,october,,spring
1895,swimming,no,october,australia,spring
1896,surfing,no,september,,spring
1897,other_activities,no,september,australia,spring
1898,surfing,no,september,,spring
1899,surfing,no,september,,spring
1900,swimming,yes,september,,spring
1901,other_activities,no,september,,spring
1902,surfing,no,september,,spring
1903,swimming,no,september,,spring
1904,fishing,no,september,,spring
1905,other_activities,no,september,,spring
1906,swimming,no,september,,spring
1907,swimming,yes,september,,spring
1908,swimming,no,september,,spring
1909,other_activities,no,september,,spring
1910,swimming,yes,september,,spring
1911,fishing,no,august,,winter
1912,other_activities,no,august,,winter
1913,other_activities,no,august,,winter
1914,other_activities,no,august,,winter
1915,other_activities,no,august,,winter
1916,surfing,no,august,,winter
1917,surfing,no,august,,winter
1918,surfing,no,august,,winter
1919,surfing,no,august,,winter
1920,surfing,no,august,,winter
1921,surfing,no,august,,winter
1922,surfing,no,august,,winter
1923,surfing,no,august,,winter
1924,fishing,no,august,,winter
1925,boat,no,august,,winter
1926,other_activities,no,august,,winter
1927,swimming,no,august,,winter
1928,fishing,no,august,,winter
1929,other_activities,no,july,,winter
1930,other_activities,no,july,,winter
1931,other_activities,no,july,,winter
1932,fishing,no,july,,winter
1933,surfing,no,july,,winter
1934,other_activities,no,july,,winter
1935,surfing,no,july,,winter
1936,swimming,no,july,,winter
1937,other_activities,no,july,,winter
1938,other_activities,no,july,,winter
1939,swimming,no,june,,winter
1940,fishing,no,june,,winter
1941,other_activities,no,june,australia,winter
1942,other_activities,no,june,,winter
1943,other_activities,no,may,,autumn
1944,swimming,no,may,,autumn
1945,swimming,no,may,,autumn
1946,fishing,no,may,,autumn
1947,other_activities,no,may,,autumn
1948,surfing,no,may,,autumn
1949,surfing,no,may,australia,autumn
1950,surfing,no,may,,autumn
1951,fishing,yes,may,,autumn
1952,other_activities,no,april,,autumn
1953,surfing,no,april,,autumn
1954,surfing,no,april,,autumn
1955,other_activities,no,april,,autumn
1956,surfing,no,april,,autumn
1957,surfing,no,april,,autumn
1958,other_activities,no,april,,autumn
1959,surfing,no,april,,autumn
1960,surfing,no,april,,autumn
1961,surfing,no,april,,autumn
1962,surfing,no,april,,autumn
1963,surfing,no,april,,autumn
1964,surfing,no,april,,autumn
1965,swimming,no,april,australia,autumn
1966,surfing,no,april,,autumn
1967,other_activities,no,,,
1968,surfing,no,april,australia,autumn
1969,other_activities,no,march,,autumn
1970,surfing,no,march,,autumn
1971,other_activities,no,march,,autumn
1972,swimming,yes,march,,autumn
1973,other_activities,yes,march,,autumn
1974,fishing,no,february,australia,summer
1975,other_activities,no,february,,summer
1976,surfing,no,february,australia,summer
1977,other_activities,no,january,australia,summer
1978,swimming,no,january,,summer
1979,fishing,no,january,australia,summer
1980,surfing,no,january,,summer
1981,other_activities,no,january,,summer
1982,swimming,no,december,australia,summer
1983,swimming,yes,december,,summer
1984,fishing,no,december,australia,summer
1985,swimming,no,december,,summer
1986,fishing,no,december,australia,summer
1987,surfing,yes,december,,summer
1988,swimming,no,november,australia,spring
1989,boat,no,november,australia,spring
1990,swimming,no,november,,spring
1991,other_activities,no,november,,spring
1992,swimming,no,november,australia,spring
1993,swimming,yes,november,australia,spring
1994,surfing,no,november,,spring
1995,fishing,no,october,australia,spring
1996,surfing,no,october,,spring
1997,swimming,no,october,,spring
1998,swimming,no,october,,spring
1999,surfing,no,october,,spring
2000,surfing,no,october,,spring
2001,surfing,no,october,,spring
2002,surfing,no,october,,spring
2003,surfing,no,september,,spring
2004,surfing,yes,september,australia,spring
2005,surfing,yes,september,australia,spring
2006,other_activities,no,september,australia,spring
2007,surfing,yes,september,,spring
2008,other_activities,no,september,,spring
2009,surfing,no,september,,spring
2010,surfing,no,september,,spring
2011,surfing,no,september,,spring
2012,swimming,no,september,,spring
2013,swimming,no,september,,spring
2014,swimming,yes,september,,spring
2015,other_activities,no,september,,spring
2016,surfing,no,september,,spring
2017,swimming,yes,september,,spring
2018,swimming,no,august,,winter
2019,other_activities,yes,august,,winter
2020,other_activities,no,august,,winter
2021,swimming,no,august,,winter
2022,surfing,no,august,,winter
2023,surfing,no,august,,winter
2024,other_activities,no,august,,winter
2025,swimming,no,august,,winter
2026,other_activities,no,august,,winter
2027,swimming,yes,august,,winter
2028,other_activities,no,july,,winter
2029,swimming,no,july,,winter
2030,surfing,no,july,,winter
2031,surfing,no,july,,winter
2032,surfing,no,july,,winter
2033,surfing,no,july,,winter
2034,surfing,no,july,,winter
2035,swimming,no,july,,winter
2036,other_activities,no,july,,winter
2037,swimming,no,july,,winter
2038,other_activities,no,july,,winter
2039,other_activities,no,july,,winter
2040,other_activities,no,july,,winter
2041,fishing,no,july,,winter
2042,other_activities,no,july,,winter
2043,other_activities,no,july,,winter
2044,swimming,yes,july,,winter
2045,other_activities,yes,june,,winter
2046,fishing,no,june,,winter
2047,other_activities,no,june,,winter
2048,boat,no,june,,winter
2049,surfing,no,june,,winter
2050,swimming,no,june,,winter
2051,swimming,no,june,,winter
2052,swimming,no,june,,winter
2053,swimming,yes,june,,winter
2054,other_activities,yes,may,,autumn
2055,other_activities,no,may,australia,autumn
2056,other_activities,no,may,,autumn
2057,swimming,yes,may,,autumn
2058,other_activities,no,april,,autumn
2059,other_activities,no,april,,autumn
2060,fishing,no,march,,autumn
2061,swimming,no,march,australia,autumn
2062,other_activities,no,march,,autumn
2063,surfing,no,march,,autumn
2064,fishing,yes,march,,autumn
2065,surfing,no,march,australia,autumn
2066,other_activities,no,march,australia,autumn
2067,other_activities,no,march,australia,autumn
2068,other_activities,no,march,,autumn
2069,swimming,no,march,australia,autumn
2070,fishing,no,march,,autumn
2071,other_activities,no,february,,summer
2072,surfing,no,february,,summer
2073,other_activities,no,february,,summer
2074,surfing,no,february,,summer
2075,surfing,no,february,australia,summer
2076,other_activities,yes,january,,summer
2077,swimming,yes,january,,summer
2078,fishing,no,,,
2079,surfing,no,december,,summer
2080,swimming,no,december,,summer
2081,swimming,no,december,,summer
2082,surfing,no,december,,summer
2083,swimming,no,december,,summer
2084,fishing,no,december,,summer
2085,surfing,no,december,,summer
2086,surfing,no,november,,spring
2087,swimming,no,november,,spring
2088,surfing,no,november,,spring
2089,surfing,no,november,,spring
2090,surfing,no,november,,spring
2091,swimming,no,november,,spring
2092,swimming,no,november,,spring
2093,other_activities,no,october,,spring
2094,surfing,no,october,,spring
2095,surfing,no,october,,spring
2096,surfing,no,october,,spring
2097,surfing,no,september,,spring
2098,fishing,no,september,,spring
2099,other_activities,no,september,,spring
2100,other_activities,no,september,,spring
2101,other_activities,no,september,,spring
2102,surfing,no,september,,spring
2103,other_activities,no,september,,spring
2104,surfing,no,september,,spring
2105,surfing,no,august,,winter
2106,surfing,no,august,,winter
2107,fishing,no,august,,winter
2108,surfing,no,august,,winter
2109,other_activities,no,august,,winter
2110,surfing,no,august,,winter
2111,fishing,no,august,,winter
2112,surfing,no,july,,winter
2113,swimming,no,july,,winter
2114,surfing,no,july,,winter
2115,other_activities,yes,july,,winter
2116,other_activities,no,july,,winter
2117,fishing,no,july,,winter
2118,surfing,no,july,,winter
2119,other_activities,no,june,,winter
2120,surfing,no,june,,winter
2121,swimming,no,june,,winter
2122,other_activities,no,june,,winter
2123,surfing,yes,may,australia,autumn
2124,surfing,no,may,,autumn
2125,swimming,no,april,,autumn
2126,swimming,yes,april,,autumn
2127,surfing,no,april,,autumn
2128,swimming,no,march,,autumn
2129,other_activities,no,march,,autumn
2130,swimming,yes,march,,autumn
2131,fishing,no,march,,autumn
2132,fishing,no,march,,autumn
2133,surfing,no,march,,autumn
2134,swimming,no,march,,autumn
2135,other_activities,no,february,,summer
2136,surfing,no,february,australia,summer
2137,surfing,no,february,,summer
2138,fishing,no,january,,summer
2139,other_activities,no,january,,summer
2140,boat,no,january,,summer
2141,fishing,no,january,australia,summer
2142,fishing,yes,january,,summer
2143,fishing,no,,,
2144,surfing,no,,,
2145,surfing,no,december,,summer
2146,other_activities,no,december,australia,summer
2147,surfing,no,december,,summer
2148,other_activities,no,december,,summer
2149,surfing,no,december,australia,summer
2150,swimming,yes,november,,spring
2151,surfing,no,november,,spring
2152,other_activities,no,november,,spring
2153,surfing,no,november,,spring
2154,fishing,no,november,,spring
2155,surfing,yes,november,,spring
2156,swimming,no,october,,spring
2157,surfing,no,october,,spring
2158,surfing,no,october,,spring
2159,surfing,no,october,,spring
2160,swimming,no,october,,spring
2161,other_activities,no,october,,spring
2162,surfing,no,september,,spring
2163,surfing,no,september,,spring
2164,fishing,no,september,,spring
2165,surfing,no,september,,spring
2166,fishing,no,september,,spring
2167,surfing,no,august,,winter
2168,fishing,no,august,,winter
2169,other_activities,no,august,,winter
2170,fishing,no,august,,winter
2171,fishing,no,august,,winter
2172,other_activities,no,august,,winter
2173,other_activities,no,august,,winter
2174,surfing,no,august,,winter
2175,fishing,no,august,,winter
2176,surfing,no,july,,winter
2177,surfing,no,july,,winter
2178,other_activities,no,july,,winter
2179,surfing,no,july,,winter
2180,surfing,no,july,,winter
2181,swimming,yes,june,australia,winter
2182,other_activities,yes,june,,winter
2183,surfing,no,june,,winter
2184,surfing,no,june,,winter
2185,surfing,no,may,,autumn
2186,other_activities,no,may,,autumn
2187,other_activities,no,may,,autumn
2188,surfing,no,may,,autumn
2189,swimming,no,may,,autumn
2190,surfing,no,may,,autumn
2191,other_activities,no,may,,autumn
2192,other_activities,yes,april,,autumn
2193,surfing,no,april,,autumn
2194,swimming,no,april,,autumn
2195,swimming,yes,april,,autumn
2196,other_activities,no,april,,autumn
2197,swimming,no,march,,autumn
2198,swimming,no,march,,autumn
2199,swimming,no,march,,autumn
2200,swimming,no,february,,summer
2201,fishing,no,january,australia,summer
2202,surfing,no,january,,summer
2203,swimming,yes,january,,summer
2204,surfing,no,january,,summer
2205,surfing,no,january,australia,summer
2206,surfing,no,january,,summer
2207,surfing,yes,,,
2208,swimming,yes,,,
2209,swimming,no,,,
2210,fishing,yes,december,,summer
2211,surfing,no,december,,summer
2212,other_activities,no,december,,summer
2213,swimming,no,december,,summer
2214,swimming,no,november,australia,spring
2215,swimming,no,november,,spring
2216,other_activities,no,november,australia,spring
2217,surfing,no,october,australia,spring
2218,surfing,no,october,,spring
2219,surfing,no,october,,spring
2220,surfing,no,october,,spring
2221,fishing,no,october,,spring
2222,swimming,no,october,,spring
2223,swimming,yes,september,,spring
2224,surfing,no,september,,spring
2225,surfing,no,september,,spring
2226,surfing,no,september,,spring
2227,surfing,no,august,,winter
2228,surfing,no,august,,winter
2229,surfing,no,august,,winter
2230,swimming,no,august,,winter
2231,swimming,yes,august,,winter
2232,other_activities,no,august,,winter
2233,fishing,no,august,,winter
2234,fishing,yes,august,,winter
2235,other_activities,no,august,,winter
2236,surfing,no,august,,winter
2237,other_activities,no,august,,winter
2238,fishing,no,august,,winter
2239,surfing,no,august,,winter
2240,surfing,no,august,,winter
2241,surfing,no,july,australia,winter
2242,surfing,yes,july,,winter
2243,surfing,no,july,,winter
2244,other_activities,no,july,,winter
2245,fishing,yes,july,,winter
2246,surfing,no,july,,winter
2247,swimming,no,june,,winter
2248,swimming,no,june,,winter
