,date,country,activity,fatal_(y/n),month,australia
591,16-dec-2013,south_africa,surfing,no,december,
592,13-dec-2013,kiribati,fishing,no,december,
593,11-dec-2013,usa,other_activities,no,december,
594,10-dec-2013,usa,surfing,no,december,
595,05-dec-2013,australia,surfing,no,december,australia
596,02-dec-2013,usa,fishing,yes,december,
597,30-nov-2013,australia,other_activities,yes,november,australia
598,29-nov2013,usa,swimming,no,november,
599,23-nov-2013,australia,surfing,yes,november,australia
600,22-nov-2013,usa,surfing,no,november,
601,12-nov-2013,australia,surfing,no,november,australia
602,10-nov-2013,bahamas,fishing,no,november,
603,07-nov-2013,usa,other_activities,no,november,
604,07-nov-2013,usa,surfing,no,november,
605,31-oct-2013,usa,other_activities,no,october,
606,28-oct-2013,australia,swimming,no,october,australia
607,26-oct-2013,reunion,other_activities,no,october,
608,26-oct-2013,australia,swimming,no,october,australia
609,24-oct-2013,australia,surfing,no,october,australia
610,23-oct-2013,usa,swimming,no,october,
611,20-oct-2013,usa,surfing,no,october,
612,19-oct-2013,usa,other_activities,no,october,
613,11-oct-2013,south_africa,swimming,yes,october,
614,08-oct-2013,australia,swimming,no,october,australia
615,06-oct-2013,usa,surfing,no,october,
616,10-oct-2013,usa,other_activities,no,october,
617,29-sep-2013,usa,surfing,no,september,
618,29-sep-2013,israel,swimming,no,september,
619,25-sep-2013,usa,other_activities,no,september,
620,21-sep-2013,usa,swimming,no,september,
621,21-sep-2013,usa,surfing,no,september,
622,14-sep-2013,usa,swimming,no,september,
623,12-sep-2013,usa,surfing,no,september,
624,08-sep-2013,usa,other_activities,,september,
625,07-sep-2013,usa,surfing,no,september,
626,07-sep-2013,usa,other_activities,no,september,
627,02-sep-2013,usa,swimming,no,september,
628,01-sep-2013,usa,other_activities,no,september,
629,01-sep-2013,bahamas,other_activities,no,september,
630,01-sep-2013,usa,other_activities,no,september,
631,31-aug-2013,bahamas,fishing,no,august,
632,31-aug-2013,usa,swimming,no,august,
633,29-aug-2013,usa,swimming,no,august,
634,26-aug-2013,france,fishing,no,august,
635,25-aug-2013,usa,other_activities,no,august,
636,25-aug-2013,australia,other_activities,no,august,australia
637,18-aug-2013,usa,surfing,no,august,
638,17-aug-2013,usa,surfing,no,august,
639,14-aug-2013,usa,swimming,yes,august,
640,13-aug-2013,usa,other_activities,no,august,
641,11-aug-2013,usa,surfing,no,august,
642,reported_08-aug-2013,south_africa,other_activities,no,august,
643,05-aug-2013,usa,fishing,no,august,
644,31-jul-2013,usa,swimming,no,july,
645,30-jul-2013,usa,swimming,no,july,
646,28-jul-2013,bahamas,fishing,no,july,
647,29-jul-2013,mexico,other_activities,no,july,
648,29-jul-2013,usa,surfing,no,july,
649,28-jul-2013,bahamas,fishing,no,july,
650,28-jul-2013,bahamas,swimming,no,july,
651,22-jul-2013,brazil,swimming,yes,july,
652,19-jul-2013,usa,surfing,no,july,
653,reported_17-jul-2013,usa,swimming,no,july,
654,15-jul-2013,reunion,swimming,yes,july,
655,14-jul-2013,diego_garcia,swimming,yes,july,
656,11-jul-2013,usa,other_activities,no,july,
657,07-jul-2013,spain,swimming,no,july,
658,02-jul-2013,australia,surfing,no,july,australia
659,30-jun-2013,taiwan,fishing,no,june,
660,27-jun-2013,jamaica,other_activities,no,june,
661,25-jun-2013,usa,fishing,no,june,
662,25-jun-2013,usa,swimming,no,june,
663,25-jun-2013,usa,swimming,no,june,
664,18-jun-2013,usa,swimming,no,june,
665,17-jun-2013,usa,swimming,no,june,
666,16-jun-2013,south_africa,surfing,no,june,
667,15-jun-2013,usa,surfing,no,june,
668,reported_14-jun-2013,usa,other_activities,no,june,
669,06-jun-2013,usa,fishing,no,june,
670,06-jun-2013,australia,surfing,no,june,australia
671,27-may-2013,usa,swimming,no,may,
672,27-may-2013,usa,swimming,no,may,
673,23-may-2013,brazil,other_activities,yes,may,
674,23-may-2013,palestinian_territories,fishing,no,may,
675,14-may-2014,ecuador,surfing,no,may,
676,08-may-2013,usa,surfing,no,may,
677,08-may-2013,reunion,other_activities,yes,may,
678,04-may-2013,usa,surfing,no,may,
679,28-apr-2013,australia,fishing,no,april,australia
680,24-apr-2013,mexico,swimming,no,april,
681,21-apr-2013,australia,fishing,no,april,australia
682,17-apr-2013,usa,surfing,no,april,
683,14-apr-2013,south_africa,swimming,no,april,
684,13-apr-2013,usa,surfing,no,april,
685,13-apr-2013,guam,other_activities,yes,april,
686,10-apr-2013,french_polynesia,other_activities,no,april,
687,04-apr-2013,usa,swimming,no,april,
688,reported_02-apr-2013,australia,other_activities,no,april,australia
689,02-apr-2013,usa,surfing,no,april,
690,31-mar-2013,australia,surfing,no,march,australia
691,29-mar-2013,seychelles,swimming,no,march,
692,reported_21-mar-2013,belize,swimming,no,march,
693,21-mar-2013,bahamas,fishing,no,march,
694,16-mar-2013,south_africa,fishing,no,march,
695,16-mar-2013,south_africa,surfing,no,march,
696,12-mar-2013,jamaica,fishing,yes,march,
697,10-mar-2013,australia,fishing,no,march,australia
698,10-mar-2013,philippines,swimming,no,march,
699,03-mar-2013,south_africa,swimming,no,march,
700,27-feb-2013,new_zealand,swimming,yes,february,
701,21-feb-2013,usa,surfing,no,february,
702,21-feb-2013,usa,surfing,no,february,
703,10-feb-2013,usa,surfing,no,february,
704,09-feb-2013,french_polynesia,swimming,no,february,
705,01-feb-2013,jamaica,other_activities,no,february,
706,26-jan-2013,australia,fishing,no,january,australia
707,25-jan-2013,australia,surfing,no,january,australia
708,reported_21-jan-2013,australia,other_activities,no,january,australia
709,16-jan-2013,usa,surfing,no,january,
710,13-jan-2013,new_zealand,fishing,no,january,
711,05-jan-2013,australia,swimming,no,january,australia
712,31-dec-2012,usa,swimming,no,december,
713,30-dec-2012,australia,surfing,no,december,australia
714,28-dec-2012,australia,other_activities,no,december,australia
715,25-dec-2012,south_africa,swimming,yes,december,
716,19-dec-2012,australia,surfing,no,december,australia
717,05-dec-2012,usa,surfing,no,december,
718,02-dec-2012,australia,fishing,no,december,australia
719,december_2012,new_zealand,swimming,no,december,
720,30-nov-2012,usa,swimming,no,november,
721,27-nov-2012,australia,other_activities,no,november,australia
722,22-nov-2012,mexico,swimming,yes,november,
723,19-nov-2012,usa,surfing,no,november,
724,04-nov-2012,usa,swimming,no,november,
725,04-nov-2012,usa,surfing,no,november,
726,30-oct-2012,usa,surfing,no,october,
727,27-oct-2012,usa,swimming,no,october,
728,23-oct-2012,usa,surfing,yes,october,
729,19-oct-2012,usa,other_activities,no,october,
730,18-oct-2012,usa,surfing,no,october,
731,18-oct-2012,usa,other_activities,no,october,
732,16-oct-2012,usa,other_activities,no,october,
733,reported_11-oct-2012,nigeria,swimming,no,october,
734,10-oct-2012,usa,surfing,no,october,
735,02-oct-2012,australia,other_activities,no,october,australia
736,25-sep-2012,usa,surfing,no,september,
737,24-sep-2012,usa,surfing,no,september,
738,16-sep-2012,usa,surfing,no,september,
739,10-sep-2012,tonga,swimming,no,september,
740,09-sep-2012,usa,surfing,no,september,
741,08-sep-2012,usa,surfing,no,september,
742,08-sep-2012,usa,swimming,no,september,
743,06-sep-2012,usa,surfing,no,september,
744,06-sep-2012,usa,surfing,no,september,
745,04-sep-2012,usa,surfing,no,september,
746,02-sep-2012,usa,other_activities,no,september,
747,02-sep-2012,usa,fishing,no,september,
748,02-sep-2012,usa,swimming,no,september,
749,31-aug-2012,scotland,fishing,no,august,
750,28-aug-2012,australia,surfing,no,august,australia
751,26-aug-2012,brazil,swimming,yes,august,
752,15-aug-2012,usa,swimming,no,august,
753,11-aug-2012,australia,fishing,no,august,australia
754,08-aug-2012,usa,swimming,no,august,
755,06-aug-2012,reunion,surfing,no,august,
756,04-aug-2012,french_polynesia,fishing,no,august,
757,31-jul-2012,usa,surfing,no,july,
758,31-jul-2012,australia,surfing,no,july,australia
759,30-jul-2012,usa,surfing,no,july,
760,30-jul-2012,usa,surfing,no,july,
761,24-jul-2012,usa,other_activities,no,july,
762,23-jul-2012,reunion,surfing,yes,july,
763,21-jul-2012,trinidad_&_tobago,swimming,no,july,
764,19-jul-2012,canada,surfing,no,july,
765,14-jul-2012,australia,surfing,yes,july,australia
766,08-jul-2012,usa,swimming,no,july,
767,07-july-2012,bahamas,fishing,no,july,
768,07-jul-2012,australia,swimming,no,july,australia
769,07-jul-2012,usa,other_activities,no,july,
770,06-jul-2012,south_africa,surfing,no,july,
771,reported_28-jun-2012,croatia,swimming,no,june,
772,26-jun-2012,usa,swimming,no,june,
773,26-jun-2012,usa,surfing,no,june,
774,26-jun-2012,usa,other_activities,no,june,
775,22-jun-2012,australia,surfing,no,june,australia
776,22-jun-2012,usa,swimming,no,june,
777,20-jun-2012,australia,surfing,no,june,australia
778,19-jun-2012,usa,other_activities,no,june,
779,18-jun-2012,usa,other_activities,no,june,
780,15-jun-2012,usa,fishing,no,june,
781,14-jun-2012,usa,swimming,no,june,
782,14-jun-2012,usa,swimming,no,june,
783,14-jun-2012,usa,swimming,no,june,
784,14-jun-2012,usa,swimming,no,june,
785,12-jun-2012,australia,surfing,no,june,australia
786,10-jun-2012,italy,other_activities,,june,
787,03-jun-2012,australia,surfing,no,june,australia
788,02-jun-2012,usa,surfing,no,june,
789,02-jun-2012,usa,other_activities,no,june,
790,31-may-2012,usa,other_activities,no,may,
791,29-may-2012,mexico,swimming,no,may,
792,23-may-2012,usa,surfing,no,may,
793,20-may-2012,usa,fishing,no,may,
794,16-may-2012,fiji,fishing,no,may,
795,12-may-2012,usa,fishing,no,may,
796,09-may-2012,usa,swimming,no,may,
797,06-may-2012,usa,other_activities,no,may,
798,19-apr-2012,usa,surfing,no,april,
799,19-apr-2012,south_africa,other_activities,yes,april,
800,11-apr-2012,australia,other_activities,no,april,australia
801,03-apr-2012,usa,surfing,no,april,
802,apr-2013,usa,other_activities,no,april,
803,31-mar-2012,australia,swimming,yes,march,australia
804,24-mar-2012,usa,surfing,no,march,
805,22-mar-2012,australia,fishing,no,march,australia
806,20-mar-2012,australia,surfing,no,march,australia
807,15-mar-2012,usa,surfing,no,march,
808,14-mar-2012,usa,surfing,no,march,
809,14-mar-2012,usa,surfing,no,march,
810,06-mar-2012,new_zealand,surfing,no,march,
811,06-mar-2012,australia,swimming,no,march,australia
812,05-mar-2012,reunion,other_activities,no,march,
813,04-mar-2012,usa,surfing,no,march,
814,03-mar-2012,saudi_arabia,surfing,no,march,
815,01-mar-2012,chile,fishing,no,march,
816,26-feb-2012,usa,surfing,no,february,
817,25-feb-2012,australia,fishing,no,february,australia
818,20-feb-2012,south_africa,fishing,no,february,
819,06-feb-2012,australia,surfing,no,february,australia
820,27-jan-2012,usa,swimming,no,january,
821,19-jan-2012,australia,swimming,no,january,australia
822,reported_22-jan-2012,bahamas,swimming,no,january,
823,18-jan-2012,taiwan,fishing,no,january,
824,18-jan-2012,australia,surfing,no,january,australia
825,15-jan-2012,south_africa,swimming,yes,january,
826,13-jan-2012,usa,surfing,no,january,
827,03-jan-2012,australia,surfing,no,january,australia
828,02-jan-2012,australia,fishing,no,january,australia
829,31-dec-2011,usa,other_activities,no,december,
830,reported_26-dec-2011,antigua,swimming,no,december,
831,25-dec-2011,ecuador,surfing,no,december,
832,23-dec-2011,usa,surfing,no,december,
833,21-dec-2011,usa,other_activities,no,december,
834,21-dec-2011,south_africa,fishing,no,december,
835,11-dec-2011,australia,surfing,no,december,australia
836,07-dec-2011,south_africa,surfing,no,december,
837,07-dec-2011,australia,surfing,no,december,australia
838,06-dec-2011,usa,surfing,no,december,
839,05-dec-2011,australia,fishing,no,december,australia
840,02-dec-2011,australia,surfing,no,december,australia
841,29-nov-2011,indonesia,surfing,no,november,
842,28-nov-2011,australia,swimming,no,november,australia
843,22-nov-2011,usa,other_activities,no,november,
844,reported_20-nov-2011,papua_new_guinea,swimming,no,november,
845,12-nov-2011,brazil,surfing,no,november,
846,11-nov-2011,reunion,swimming,no,november,
847,29-oct-2011,usa,surfing,no,october,
848,reported_28-oct-2011,scotland,surfing,no,october,
849,29-oct-2011,south_africa,swimming,no,october,
850,22-oct-2011,australia,swimming,yes,october,australia
851,20-oct-2011,usa,surfing,no,october,
852,19-oct-2011,australia,swimming,no,october,australia
853,11-oct-2011,usa,surfing,no,october,
854,10-oct-2011,usa,surfing,no,october,
855,09-oct-2011,australia,swimming,yes,october,australia
856,05-oct-2011,reunion,other_activities,no,october,
857,02-oct-2011,usa,fishing,no,october,
858,01-oct-2011,usa,other_activities,no,october,
859,30-sep-2011,usa,surfing,no,september,
860,28-sep-2011,dominican_republic,fishing,no,september,
861,28-sep-2011,south_africa,swimming,no,september,
862,24-sep-2011,usa,fishing,no,september,
863,24-sep-2011,usa,other_activities,no,september,
864,20-sep-2011,usa,other_activities,no,september,
865,19-sep-2011,reunion,other_activities,yes,september,
866,17-sep-2011,kenya,swimming,yes,september,
867,16-sep-2011,usa,surfing,no,september,
868,11-sep-2011,usa,surfing,no,september,
869,11-sep-2011,papua_new_guinea,surfing,no,september,
870,04-sep-2011,usa,surfing,no,september,
871,04-sep-2011,australia,other_activities,yes,september,australia
872,02-sep-2011,usa,surfing,no,september,
873,31-aug-2011,usa,surfing,no,august,
874,28-aug-2011,australia,swimming,no,august,australia
875,28-aug-2011,usa,fishing,no,august,
876,26-aug-2011,russia,other_activities,no,august,
877,24-aug-2011,usa,surfing,no,august,
878,24-aug-2011,usa,other_activities,no,august,
879,23-aug-2011,south_africa,surfing,yes,august,
880,18-aug-2011,russia,swimming,no,august,
881,17-aug-2011,usa,other_activities,no,august,
882,17-aug-2011,usa,other_activities,no,august,
883,17-aug-2011,russia,swimming,no,august,
884,16-aug-2011,french_polynesia,surfing,no,august,
885,16-aug--2011,usa,other_activities,no,august,
886,16-aug-2011,seychelles,swimming,yes,august,
887,15-aug-2011,usa,surfing,no,august,
888,11-aug--2011,usa,swimming,no,august,
889,01-aug-2011,seychelles,swimming,yes,august,
890,31-jul-2011,brazil,swimming,no,july,
891,30-jul-2011,philippines,other_activities,no,july,
892,25-jul-2011,usa,fishing,no,july,
893,22-jul-2011,south_africa,surfing,no,july,
894,19-jul-2011,usa,other_activities,no,july,
895,15-jul-2011,reunion,other_activities,no,july,
896,13-jul-2011,usa,surfing,no,july,
897,13-jul-2011,bahamas,swimming,no,july,
898,07-jul-2011,usa,swimming,no,july,
899,07-jul-2011,usa,fishing,no,july,
900,06-jul-2011,reunion,surfing,no,july,
901,05-jul-2011,columbia,other_activities,no,july,
902,30-jun-2011,turks_&_caicos,swimming,no,june,
903,29-jun-2011,brazil,surfing,no,june,
904,28-jun-2011,south_africa,swimming,no,june,
905,26-jun-2008,usa,surfing,no,june,
906,24-jun-2011,usa,surfing,no,june,
907,21-jun-2011,usa,other_activities,no,june,
908,19-jun-2011,turks_&_caicos,fishing,no,june,
909,19-jun-2011,costa_rica,surfing,yes,june,
910,15-jun-2011,reunion,other_activities,yes,june,
911,reported_14-jun-2011,united_kingdom,fishing,no,june,
912,12-jun-2011,usa,swimming,no,june,
913,reported_06-jun-2011,columbia,fishing,no,june,
914,06-jun-2011,usa,fishing,no,june,
915,06-jun-2011,usa,other_activities,no,june,
916,01-jun-2011,malaysia,swimming,no,june,
917,30-may-2011,usa,other_activities,no,may,
918,29-may-2011,south_africa,surfing,no,may,
919,25-may-2011,usa,surfing,no,may,
920,22-may-2011,usa,other_activities,no,may,
921,21-may-2011,south_africa,fishing,yes,may,
922,13-may-2011,usa,surfing,no,may,
923,21-may-2011,new_caledonia,other_activities,yes,may,
924,13-may-2011,usa,surfing,no,may,
925,10-may-2011,usa,fishing,no,may,
926,reported_07-may-2011,united_arab_emirates_(uae),fishing,no,may,
927,04-may-2011,south_africa,fishing,no,may,
928,26-apr-2011,usa,fishing,no,april,
929,23-apr-2011,australia,fishing,no,april,australia
930,22-apr-2011,usa,surfing,no,april,
931,16-apr-2011,new_zealand,surfing,no,april,
932,13-apr-2011,indonesia,surfing,no,april,
933,08-apr-2011,fiji,swimming,no,april,
934,reported_29-mar-2011,usa,other_activities,no,march,
935,24-mar-2011,mexico,swimming,no,march,
936,23-mar-2011,australia,surfing,no,march,australia
937,21-mar-2011,mexico,swimming,no,march,
938,21-mar-2011,fiji,swimming,no,march,
939,16-mar-2011,australia,other_activities,no,march,australia
940,reported_10-mar-2010,egypt,other_activities,no,march,
941,10-mar-2011,australia,surfing,no,march,australia
942,reported_28-feb-2011,australia,fishing,no,february,australia
943,23-feb-2011,new_caledonia,fishing,no,february,
944,18-feb-2011,reunion,surfing,no,february,
945,17-feb-2011,australia,swimming,yes,february,australia
946,13-feb-2011,australia,fishing,no,february,australia
947,12-feb-2011,australia,swimming,no,february,australia
948,reported_04-feb-2011,mexico,fishing,no,february,
949,02-feb-2011,south_africa,surfing,no,february,
950,31-jan-2011,mexico,swimming,no,january,
951,28-jan-2011,mexico,fishing,no,january,
952,26-jan-2011,bahamas,swimming,no,january,
953,20-jan-2011,australia,swimming,no,january,australia
954,15-jan-2011,south_africa,surfing,yes,january,
955,reported_12-jan_2011,mexico,other_activities,no,january,
956,03-jan-2011,australia,fishing,no,january,australia
957,26-dec-2010,usa,other_activities,no,december,
958,17-dec-2010,fiji,surfing,no,december,
